Link							000							001							002							003							004							005							006							007							008							009							010							011							012							013							014							015							016							017							018							019							020							021							022							023							024							025							026							027							028							029							030							031							032							033							034							035							036							037							038							039							040							041							042							043							044							045							046							047							048							049							050							051							052							053							054							055							056							057							058							059							060							061							062							063							064							065							066							067							068							069							070							071							072							073							074							075							076							077							078							079							080							081							082							083				
Frame 0000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 fd36600000000000	1101 f4e2200000000000	1101 f098c00000000000	1101 f39ac00000000000	1101 e5aba00000000000	1101 f1ff200000000000	1101 e46f200000000000	1101 e983a00000000000	1101 e82ee00000000000	1101 e94ce00000000000	1101 f619c00000000000	1101 f89f400000000000	1101 e9f9400000000000	1101 e72b400000000000	1101 e000000000000000	1101 e000800000000000	1101 e000000000000000	1101 e000e00000000000	1101 e000000000000000	1101 e002400000000000	1101 e001e00000000000	1101 e002200000000000	1101 e001400000000000	1101 e001200000000000	1101 e000000000000000	1101 e000000000000000	1101 e001200000000000	1101 e000000000000000	1101 f9cb800000000000	1101 fe4d600000000000	1101 e0b4e00000000000	1101 ecb3c00000000000	1101 f68be00000000000	1101 eb64400000000000	1101 ea94e00000000000	1101 e7abe00000000000	1101 e4ada00000000000	1101 ff77e00000000000	1101 fbac800000000000	1101 fc58400000000000	1101 fc4be00000000000	1101 e995600000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	
Frame 0081	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e8ffa00000000000	0001 f37ec00000000000	0001 fef5600000000000	0001 f9cf600000000000	0001 e523000000000000	0001 e6eda00000000000	0001 e09fe00000000000	0001 f886000000000000	0001 f277c00000000000	0001 e1aee00000000000	0001 e1b7600000000000	0001 f306c00000000000	0001 f05cc00000000000	0001 fc9c600000000000	0001 e000000000000000	0001 e080200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e060000000000000	0001 e000600000000000	0001 ffa9400000000000	0001 fd60c00000000000	0001 ee56200000000000	0001 fa81c00000000000	0001 fc02c00000000000	0001 e6a7800000000000	0001 e04a400000000000	0001 ef63200000000000	0001 fed4600000000000	0001 e9ece00000000000	0001 f67b000000000000	0001 f72ce00000000000	0001 efdaa00000000000	0001 e49a200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0082	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e200000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e200000000000000	0001 e000000000000000	0001 e7c8600000000000	0001 ecb2800000000000	0001 f890400000000000	0001 f43e400000000000	0001 e628200000000000	0001 fd58c00000000000	0001 eb38a00000000000	0001 e42e200000000000	0001 e388e00000000000	0001 fab5000000000000	0001 f879400000000000	0001 fe07e00000000000	0001 e04a600000000000	0001 ee46600000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 f0e2600000000000	0001 e323000000000000	0001 f267600000000000	0001 f3e8400000000000	0001 eadc800000000000	0001 fefbc00000000000	0001 feda800000000000	0001 eab2e00000000000	0001 ed0aa00000000000	0001 efe3e00000000000	0001 f43be00000000000	0001 e251200000000000	0001 e52c000000000000	0001 fae5e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0083	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 ee97a00000000000	0001 f3e9000000000000	0001 f689200000000000	0001 e0bb400000000000	0001 f590a00000000000	0001 e7d6a00000000000	0001 e880000000000000	0001 f995c00000000000	0001 fb6ee00000000000	0001 e1bf800000000000	0001 eb18000000000000	0001 f2e0a00000000000	0001 fe77200000000000	0001 ee64400000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 f74ec00000000000	0001 f1f9400000000000	0001 e58c200000000000	0001 fb59400000000000	0001 ee4b600000000000	0001 eb0b400000000000	0001 fe2d600000000000	0001 e05e600000000000	0001 f4d3a00000000000	0001 f87a200000000000	0001 fc9be00000000000	0001 f5d1a00000000000	0001 eaf5c00000000000	0001 f5a9a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0084	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e6ba000000000000	0001 ffe0a00000000000	0001 f52fc00000000000	0001 eaa9400000000000	0001 f188c00000000000	0001 ff9a200000000000	0001 e97fe00000000000	0001 fdecc00000000000	0001 fc70a00000000000	0001 edc0800000000000	0001 fde9e00000000000	0001 fa1f000000000000	0001 e43f600000000000	0001 f25f200000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000600000000000	0001 eaf7e00000000000	0001 f26d800000000000	0001 fa15800000000000	0001 f8b1c00000000000	0001 ed1aa00000000000	0001 f50b800000000000	0001 f273c00000000000	0001 fe5a800000000000	0001 e6ca400000000000	0001 fe27a00000000000	0001 ec2d200000000000	0001 e5b5600000000000	0001 f431400000000000	0001 f67e000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0085	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e1c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e060a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 eb79a00000000000	0001 ea84800000000000	0001 e324e00000000000	0001 e241a00000000000	0001 fade600000000000	0001 eb11800000000000	0001 e166c00000000000	0001 e921c00000000000	0001 ffb4400000000000	0001 faf5400000000000	0001 ff50c00000000000	0001 f769400000000000	0001 f33f400000000000	0001 ffefe00000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e020a00000000000	0001 e000000000000000	0001 e003000000000000	0001 e003400000000000	0001 e000000000000000	0001 e000000000000000	0001 e003400000000000	0001 e0a0000000000000	0001 e000600000000000	0001 e46e400000000000	0001 e16c400000000000	0001 fc27800000000000	0001 feb7e00000000000	0001 f67a800000000000	0001 e271200000000000	0001 f766800000000000	0001 fd28200000000000	0001 e130c00000000000	0001 faade00000000000	0001 f291a00000000000	0001 e8ea200000000000	0001 e636200000000000	0001 f398e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0086	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e1c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000e00000000000	0001 e000600000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 f36f800000000000	0001 eecf000000000000	0001 e4c7c00000000000	0001 e212200000000000	0001 ff6b800000000000	0001 fa47800000000000	0001 f16a800000000000	0001 f37b200000000000	0001 e428600000000000	0001 ee5d000000000000	0001 e2d6a00000000000	0001 ed13c00000000000	0001 e7c5a00000000000	0001 e0c7e00000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e003000000000000	0001 e003200000000000	0001 e0e3c00000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003400000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e000000000000000	0001 e003a00000000000	0001 e98a800000000000	0001 f485a00000000000	0001 efa4e00000000000	0001 ea52000000000000	0001 fe2fc00000000000	0001 f652a00000000000	0001 f8dac00000000000	0001 e6e0a00000000000	0001 f2ede00000000000	0001 e07fc00000000000	0001 e853c00000000000	0001 ff9a400000000000	0001 e2ad600000000000	0001 fa31000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0087	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 efaac00000000000	0001 fcbd800000000000	0001 eb30c00000000000	0001 fffa400000000000	0001 fe2fc00000000000	0001 e2de600000000000	0001 f3b3c00000000000	0001 eab0400000000000	0001 f7a9800000000000	0001 e9c1800000000000	0001 fab9600000000000	0001 e713a00000000000	0001 f85f200000000000	0001 ec27000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e003000000000000	0001 e003600000000000	0001 e0e3600000000000	0001 e003a00000000000	0001 e003000000000000	0001 e003600000000000	0001 e003c00000000000	0001 e003c00000000000	0001 e003400000000000	0001 e000000000000000	0001 e001000000000000	0001 ed17a00000000000	0001 e8f2a00000000000	0001 fa82200000000000	0001 e688800000000000	0001 f087c00000000000	0001 f4f2800000000000	0001 f0b9000000000000	0001 f5d7c00000000000	0001 fd86c00000000000	0001 f82de00000000000	0001 f1f0e00000000000	0001 ebef200000000000	0001 e1e5600000000000	0001 e344e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0088	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e000400000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000600000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 fdfce00000000000	0001 ef74a00000000000	0001 f88fc00000000000	0001 f7db600000000000	0001 f4a7800000000000	0001 f7d3c00000000000	0001 fcb6600000000000	0001 f51e800000000000	0001 ef7c000000000000	0001 ffbc200000000000	0001 f44b800000000000	0001 e17fa00000000000	0001 fe91200000000000	0001 e8eea00000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e003400000000000	0001 e003600000000000	0001 e003a00000000000	0001 e001800000000000	0001 e003000000000000	0001 e003400000000000	0001 e003000000000000	0001 e101c00000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e002000000000000	0001 e747e00000000000	0001 ef55c00000000000	0001 f4ba800000000000	0001 fbdea00000000000	0001 e562e00000000000	0001 f0e7c00000000000	0001 ebc3400000000000	0001 f341c00000000000	0001 e3be400000000000	0001 efdea00000000000	0001 ec49a00000000000	0001 e5fe400000000000	0001 f59a200000000000	0001 e288a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0089	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0090	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 fb99c00000000000	0001 e1a3600000000000	0001 e82fa00000000000	0001 e045c00000000000	0001 ea76600000000000	0001 ebc6200000000000	0001 f8e3c00000000000	0001 fc7be00000000000	0001 e570600000000000	0001 ef30c00000000000	0001 e224e00000000000	0001 fe35400000000000	0001 ec19e00000000000	0001 ed4a000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e240a00000000000	0001 e1e0000000000000	0001 e1a0000000000000	0001 e0e0000000000000	0001 e120000000000000	0001 e000000000000000	0001 e000000000000000	0001 e120000000000000	0001 e000600000000000	0001 ea40a00000000000	0001 f30f400000000000	0001 eb77400000000000	0001 faad200000000000	0001 e9c6000000000000	0001 f7f5400000000000	0001 e7d6e00000000000	0001 f56e400000000000	0001 f645400000000000	0001 fd06800000000000	0001 fef2600000000000	0001 f3bae00000000000	0001 fec5200000000000	0001 fc52800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0091	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e240000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e120000000000000	0001 e0a0000000000000	0001 e060000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e240000000000000	0001 e120000000000000	0001 f7bf400000000000	0001 f9a2200000000000	0001 ecdfe00000000000	0001 f3fa400000000000	0001 e04dc00000000000	0001 f199200000000000	0001 f87c800000000000	0001 f7dae00000000000	0001 e8a7e00000000000	0001 e645800000000000	0001 f15aa00000000000	0001 f1fc000000000000	0001 f31b800000000000	0001 e035e00000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000400000000000	0001 e240a00000000000	0001 e140000000000000	0001 e0c0000000000000	0001 e060000000000000	0001 e120000000000000	0001 e000000000000000	0001 e000000000000000	0001 e120000000000000	0001 e000600000000000	0001 e4ad000000000000	0001 e90c000000000000	0001 e5d8a00000000000	0001 e324c00000000000	0001 e9ca400000000000	0001 f69be00000000000	0001 e55d800000000000	0001 e7ec800000000000	0001 f3a5e00000000000	0001 f990200000000000	0001 f0f1600000000000	0001 eacc000000000000	0001 f23d400000000000	0001 f31b600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0092	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e240000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e120000000000000	0001 e100000000000000	0001 e120000000000000	0001 e180000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e240000000000000	0001 e120000000000000	0001 e601000000000000	0001 f86ec00000000000	0001 e69a000000000000	0001 fd55c00000000000	0001 e0c4200000000000	0001 f3fa800000000000	0001 ea1ce00000000000	0001 febe600000000000	0001 ff71800000000000	0001 fe5e200000000000	0001 f355400000000000	0001 f371800000000000	0001 f9dd600000000000	0001 e2d5400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 f611600000000000	0001 f1aa000000000000	0001 f7ce600000000000	0001 fa3dc00000000000	0001 e814000000000000	0001 f647c00000000000	0001 fbbfe00000000000	0001 e074200000000000	0001 f94a800000000000	0001 ea8e200000000000	0001 f93f200000000000	0001 f32f600000000000	0001 f8e1800000000000	0001 e673200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0093	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e200000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e060000000000000	0001 e040400000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e1c0000000000000	0001 e060c00000000000	0001 f2c5a00000000000	0001 ed29600000000000	0001 e417000000000000	0001 eec3a00000000000	0001 e98a800000000000	0001 ece8a00000000000	0001 fcc0a00000000000	0001 ec0ec00000000000	0001 e095800000000000	0001 fe3b600000000000	0001 ea22400000000000	0001 e486200000000000	0001 f601000000000000	0001 ea49a00000000000	0001 e000000000000000	0001 e000200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e82ea00000000000	0001 f8f1e00000000000	0001 fa24a00000000000	0001 e24ce00000000000	0001 fd39a00000000000	0001 ed9b600000000000	0001 f0db200000000000	0001 ef30c00000000000	0001 e908000000000000	0001 e37ba00000000000	0001 f859000000000000	0001 f4dd600000000000	0001 f77a000000000000	0001 fe4d600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0094	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040a00000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e200a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e200000000000000	0001 e0c1800000000000	0001 f984600000000000	0001 e545c00000000000	0001 e7bfe00000000000	0001 f34a600000000000	0001 f342000000000000	0001 f279400000000000	0001 e68e000000000000	0001 fc59800000000000	0001 ed6c000000000000	0001 fa0f200000000000	0001 e4c0e00000000000	0001 eb80a00000000000	0001 fcef400000000000	0001 efbd400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e200000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e100000000000000	0001 e100600000000000	0001 f8a5800000000000	0001 eae1e00000000000	0001 e152a00000000000	0001 e30c000000000000	0001 f31e600000000000	0001 ef9a000000000000	0001 e7c8000000000000	0001 f0c4c00000000000	0001 fd4f800000000000	0001 edcec00000000000	0001 f564c00000000000	0001 f33d200000000000	0001 fdfc400000000000	0001 f923600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
